,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,name_room,name_luxury,name_townhouse,name_private,name_hidden,name_tribeca,name_cozy,name_service,name_loft,name_fee,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,neighbourhood_frequency,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,has_review,days_since_last_review,distance_manhattan
21,21,21,21,40.68069,-73.97706,130,2,130,2019-07-01,1.09,6,347,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506,0,1,0,1,7.0,0.10257752044185792
22,22,22,22,40.67989,-73.97798,80,1,39,2019-01-01,0.37,6,364,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506,0,1,0,1,188.0,0.10343245380440073
23,23,23,23,40.68001,-73.97865,110,2,71,2019-07-02,0.61,6,304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506,0,1,0,1,6.0,0.10335884384027796
24,24,24,24,40.68371,-73.94028,120,2,88,2019-06-19,0.73,2,233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,19.0,0.10408851281481354
25,25,25,25,40.65599,-73.97519,60,1,19,2019-06-23,1.37,2,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,157,0,1,0,1,15.0,0.12717260789965218
26,26,26,26,40.86754,-73.92639,80,4,0,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,252,0,1,0,0,-1.0,0.09559314672088144
27,27,27,27,40.76715,-73.98533,150,10,58,2017-08-13,0.49,1,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1958,1,0,0,1,694.0,0.02130866959714132
28,28,28,28,40.86482,-73.92106,44,3,108,2019-06-15,1.11,3,311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,252,0,1,0,1,23.0,0.09587584680200008
29,29,29,29,40.7292,-73.98542,180,14,29,2019-04-19,0.24,1,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,1,0,0,1,80.0,0.055744223019072676
30,30,30,30,40.82245,-73.95104,50,3,242,2019-06-01,2.04,3,355,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2658,0,1,0,1,37.0,0.04421366417749231
31,31,31,31,40.81305,-73.95466,52,2,88,2019-06-14,1.42,1,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2658,0,1,0,1,24.0,0.034213653707251206
32,32,32,32,40.72219,-73.93762,55,4,197,2019-06-15,1.65,3,284,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1115,0,1,0,1,23.0,0.06955317749750918
33,33,33,33,40.8213,-73.95318,50,3,273,2019-07-01,2.37,3,359,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2658,0,1,0,1,7.0,0.0422369553826977
34,34,34,34,40.6831,-73.95473,70,1,74,2019-05-12,0.66,2,269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,1,57.0,0.10134722936518198
35,35,35,35,40.66869,-73.9878,89,4,168,2019-06-21,1.41,3,340,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,284,0,1,0,1,17.0,0.11560799323576104
36,36,36,36,40.68876,-73.94312,35,60,0,,0.0,1,365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,0,-1.0,0.09843029005341442
37,37,37,37,40.70186,-73.92745,85,2,231,2019-06-22,1.96,2,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2465,1,0,0,1,16.0,0.09227133953725432
38,38,38,38,40.63702,-73.96327,150,1,0,,0.0,1,365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,621,0,1,0,0,-1.0,0.14629508296589935
39,39,39,39,40.71401,-73.98917,40,1,214,2019-07-05,1.81,4,188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,911,0,0,1,1,3.0,0.07138871759598707
40,40,40,40,40.7229,-73.98199,68,2,245,2019-06-21,2.08,2,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,0,1,0,1,17.0,0.061159333711211766
41,41,41,41,40.66278,-73.97966,120,3,15,2019-05-27,0.39,1,345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,284,1,0,0,1,42.0,0.12061705517877594
42,42,42,42,40.69673,-73.97584,120,7,25,2018-09-30,0.23,1,311,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,489,0,1,0,1,281.0,0.08649454607083183
43,43,43,43,40.79009,-73.97927,135,4,81,2019-06-16,0.69,1,273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1971,0,1,0,1,22.0,0.010676375789568445
44,44,44,44,40.81175,-73.94478,150,7,97,2019-06-13,0.84,1,309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2658,1,0,0,1,25.0,0.03897228374114654
45,45,45,45,40.65944,-73.96238,150,29,11,2019-06-05,0.49,1,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,535,1,0,0,1,33.0,0.12397414246527477
46,46,46,46,40.74771,-73.9474,130,3,248,2019-07-01,2.25,1,215,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,537,0,1,0,1,7.0,0.042648471250441064
47,47,47,47,40.68111,-73.95591,110,7,61,2019-05-25,0.52,1,265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,44.0,0.10312974449691965
48,48,48,48,40.68554,-73.9409,115,3,11,2017-01-01,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,918.0,0.10215695571031227
49,49,49,49,40.69142,-73.97376,80,3,135,2019-06-17,1.16,2,192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,489,0,1,0,1,21.0,0.09171573474600418
50,50,50,50,40.68043,-73.93934,80,1,112,2019-06-16,1.01,3,251,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,1,22.0,0.10749971395310265
51,51,51,51,40.78635,-73.97008,151,2,73,2019-07-07,0.63,1,302,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1971,1,0,0,1,1.0,0.0034375718174329125
52,52,52,52,40.7042,-73.9356,228,3,82,2019-05-17,0.7,1,140,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3920,1,0,0,1,52.0,0.08655963262398783
53,53,53,53,40.73506,-73.95392,144,2,328,2019-06-29,2.82,1,234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1115,1,0,0,1,9.0,0.051053305475747726
54,54,54,54,40.73961,-73.98074,200,7,19,2019-03-25,0.22,1,257,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,470,1,0,0,1,105.0,0.044524057541961405
55,55,55,55,40.70881,-73.9593,150,30,105,2019-06-22,0.9,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,16.0,0.07523705270675876
56,56,56,56,40.72004,-73.99104,110,5,19,2019-05-18,0.17,1,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,911,0,1,0,1,51.0,0.06610740654419969
57,57,57,57,40.75531,-73.99293,69,2,289,2019-06-09,2.49,2,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1958,0,1,0,1,29.0,0.035277145576137536
58,58,58,58,40.72401,-73.93788,49,4,138,2019-06-04,1.19,3,320,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1115,0,1,0,1,34.0,0.06783694052652285
59,59,59,59,40.7221,-73.99775,180,30,21,2019-06-29,0.3,1,154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,358,1,0,0,1,9.0,0.0665274567378012
60,60,60,60,40.71185,-73.96204,80,2,42,2019-06-30,0.38,1,263,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3920,0,1,0,1,8.0,0.071836398155808
61,61,61,61,40.74623,-73.9953,375,180,5,2018-11-03,0.12,1,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1113,1,0,0,1,247.0,0.044047779739735275
62,62,62,62,40.77065,-73.95269,250,2,66,2019-03-30,0.57,2,231,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1798,1,0,0,1,100.0,0.022307456152586235
63,63,63,63,40.67811,-73.96428,200,30,143,2019-01-26,1.33,2,297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,357,1,0,0,1,163.0,0.10521780505218725
64,64,64,64,40.69,-73.96788,55,7,27,2017-09-30,0.23,2,292,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,572,0,1,0,1,646.0,0.09315917775506591
65,65,65,65,40.75979,-73.99119,52,30,191,2019-05-16,1.65,1,191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1958,0,1,0,1,53.0,0.030707591895165788
66,66,66,66,40.67343,-73.98338,225,3,4,2017-09-24,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506,1,0,0,1,652.0,0.11034428530739024
67,67,67,67,40.72649,-73.97904,80,1,338,2019-07-01,4.72,2,72,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,0,1,0,1,7.0,0.05715030796067446
68,68,68,68,40.70933,-73.96792,275,1,148,2019-06-23,1.4,1,362,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3920,1,0,0,1,15.0,0.07384288252769768
69,69,69,69,40.72298,-73.98474,99,1,106,2019-06-21,1.26,2,336,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,0,1,0,1,17.0,0.06162585496364243
70,70,70,70,40.80164,-73.93922,225,4,190,2019-06-23,1.64,1,215,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1117,1,0,0,1,15.0,0.03696555153111375
71,71,71,71,40.72162,-73.98008,230,9,49,2018-05-14,0.43,1,116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,1,0,0,1,420.0,0.06211799095269898
72,72,72,72,40.76342,-73.98865,51,7,23,2019-06-01,0.43,1,88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1958,0,1,0,1,37.0,0.026302184319940795
73,73,73,73,40.83139,-73.94095,65,2,49,2019-06-18,1.6,2,336,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,899,0,1,0,1,20.0,0.0569823358594561
74,74,74,74,40.68346,-73.96374,105,2,105,2019-06-26,0.92,1,304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,572,0,1,0,1,12.0,0.09991887309212454
75,75,75,75,40.72828,-73.98801,190,5,21,2019-01-02,0.2,1,224,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,1,0,0,1,187.0,0.057339414890633135
76,76,76,76,40.76865,-73.95058,200,1,142,2019-07-06,1.5,1,322,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1798,0,1,0,1,2.0,0.025179096488945875
77,77,77,77,40.75038,-73.90334,70,30,25,2019-05-31,0.22,1,324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,235,0,1,0,1,38.0,0.07533643208965572
78,78,78,78,40.6932,-73.97267,95,3,143,2019-06-16,1.28,1,132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,489,0,1,0,1,22.0,0.08991201755049215
79,79,79,79,40.74138,-74.00197,150,3,167,2019-05-28,1.65,1,295,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1113,0,1,0,1,41.0,0.05183966917332783
80,80,80,80,40.71154,-73.96112,145,3,61,2019-04-22,0.54,4,238,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3920,0,1,0,1,77.0,0.07226645141419195
81,81,81,81,40.82915,-73.95136,110,31,54,2019-03-23,0.49,1,209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2658,1,0,0,1,107.0,0.0501420791351952
82,82,82,82,40.71851,-73.98892,285,5,70,2019-06-30,0.62,1,328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,911,1,0,0,1,8.0,0.06697661158941465
83,83,83,83,40.65401,-73.96323,130,6,16,2019-06-15,0.15,1,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,621,1,0,0,1,23.0,0.12933579937511297
84,84,84,84,40.7114,-73.98794,94,30,94,2019-04-08,0.84,1,188,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,911,0,1,0,1,91.0,0.07362823914776134
85,85,85,85,40.69723,-73.99268,800,1,25,2016-08-04,0.24,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,154,1,0,0,1,1068.0,0.0885158025439517
86,86,86,86,40.71833,-73.95748,105,3,61,2018-08-09,0.53,1,272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,333.0,0.0662071846554378
87,87,87,87,40.72334,-73.9844,60,3,194,2019-06-30,1.73,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,0,1,0,1,8.0,0.06120047058642276
88,88,88,88,40.72912,-73.98057,50,1,2,2016-02-14,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,0,1,0,1,1240.0,0.054787200147476164
89,89,89,89,40.71156,-73.96218,85,3,174,2019-06-22,1.54,4,288,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3920,0,1,0,1,16.0,0.07210639361387931
90,90,90,90,40.70032,-73.9383,65,4,24,2019-05-26,0.28,1,317,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2465,0,1,0,1,43.0,0.08907827120010695
91,91,91,91,40.68233,-73.97261,131,4,166,2019-06-27,3.4,1,207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,357,1,0,0,1,11.0,0.10077986406023498
92,92,92,92,40.68634,-73.966,98,7,16,2019-05-31,0.2,6,185,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,572,0,1,0,1,38.0,0.0968996264182648
93,93,93,93,40.68035,-73.97162,250,7,21,2019-05-21,0.3,1,158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,357,1,0,0,1,48.0,0.10275085839057538
94,94,94,94,40.70984,-73.95775,100,5,168,2018-07-22,1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,351.0,0.0744844285740277
95,95,95,95,40.70093,-73.92609,105,3,118,2019-06-18,1.05,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2465,1,0,0,1,20.0,0.09373804457102305
96,96,96,96,40.79764,-73.96177,140,3,81,2019-07-07,0.71,1,198,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1971,1,0,0,1,1.0,0.017330219271550203
97,97,97,97,40.82803,-73.94731,89,1,1,2018-10-09,0.11,1,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2658,0,1,0,1,272.0,0.0508865109827723
98,98,98,98,40.74008,-74.00271,98,30,30,2019-05-01,0.27,2,364,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1113,0,1,0,1,68.0,0.053325420767207254
99,99,99,99,40.68413,-73.92357,125,7,139,2018-10-28,1.23,2,311,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,253.0,0.10983477500317772
100,100,100,100,40.82279,-73.95139,60,3,11,2019-01-03,0.87,3,219,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2658,0,1,0,1,186.0,0.0443591275838437
101,101,101,101,40.67967,-74.00154,175,2,233,2019-06-24,2.09,3,342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,233,1,0,0,1,14.0,0.10778812782491277
102,102,102,102,40.83927,-73.94281,65,2,68,2012-11-01,0.6,1,312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,899,0,1,0,1,2440.0,0.0629369605240059
103,103,103,103,40.73096,-74.00319,500,4,46,2019-05-18,0.55,2,243,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,768,1,0,0,1,51.0,0.06117139609327129
104,104,104,104,40.71332,-73.94177,101,3,335,2019-05-29,3.02,1,152,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3920,0,1,0,1,40.0,0.07573224742471779
105,105,105,105,40.66941,-73.98109,220,30,88,2018-11-02,0.79,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506,1,0,0,1,248.0,0.11411935944439744
106,106,106,106,40.68373,-73.92377,125,90,162,2019-06-28,1.46,2,137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,10.0,0.11010904504171884
107,107,107,107,40.71459,-73.94844,80,30,29,2018-05-26,0.4,1,222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,408.0,0.07219167334256135
108,108,108,108,40.8092,-73.94421,100,2,170,2019-06-23,1.61,1,346,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2658,0,1,0,1,15.0,0.03754557364057528
109,109,109,109,40.68157,-73.98989,200,30,19,2017-03-17,0.2,1,208,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,247,1,0,0,1,843.0,0.1032359288232522
110,110,110,110,40.75527,-73.99291,59,2,334,2019-06-16,3.0,2,279,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1958,0,1,0,1,22.0,0.03529635958565188
111,111,111,111,40.68698,-73.96572,125,2,19,2019-06-02,0.2,6,250,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,572,0,1,0,1,36.0,0.09627608633507977
112,112,112,112,40.7288,-73.98192,140,7,12,2017-12-11,0.13,1,164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,1,0,0,1,574.0,0.055348065910200465
113,113,113,113,40.66853,-73.98912,120,30,467,2018-12-30,4.22,2,192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,284,1,0,0,1,190.0,0.11596297383216873
114,114,114,114,40.7254,-73.98157,350,2,7,2017-08-09,0.06,4,298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,1,0,0,1,698.0,0.05862445650067755
115,115,115,115,40.74294,-73.98009,199,5,38,2015-12-02,0.38,1,260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,470,1,0,0,1,1314.0,0.041132197850347836
116,116,116,116,40.71942,-73.95748,325,3,324,2019-06-23,3.01,1,107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,15.0,0.06514123732321582
117,117,117,117,40.77823,-73.97637,235,6,27,2019-04-27,0.27,1,199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1971,1,0,0,1,72.0,0.007102520679310912
118,118,118,118,40.72555,-73.97965,225,1,115,2019-06-07,1.05,4,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,1,0,0,1,31.0,0.058167043933829696
119,119,119,119,40.66831,-73.98604,99,2,354,2019-05-20,3.2,3,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,284,0,1,0,1,49.0,0.11574527938538155
120,120,120,120,40.82754,-73.94919,170,2,195,2019-07-01,2.03,1,318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2658,1,0,0,1,7.0,0.04959187130972072
121,121,121,121,40.66499,-73.97925,400,2,16,2018-12-30,0.24,2,216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,284,1,0,0,1,190.0,0.11838401327881493
122,122,122,122,40.77842,-73.97556,170,7,13,2019-06-26,0.12,1,224,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1971,1,0,0,1,12.0,0.006396248900727052
123,123,123,123,40.72245,-73.98527,100,4,25,2011-12-10,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,1,0,0,1,2767.0,0.062260640857604035
124,124,124,124,40.65593,-73.96053,75,2,9,2018-10-05,0.08,1,324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,535,0,1,0,1,276.0,0.12761683979788752
125,125,125,125,40.71923,-73.96468,90,1,9,2011-09-18,0.08,1,245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,0,1,0,1,2850.0,0.06420192598356537
126,126,126,126,40.778,-73.94822,150,5,21,2017-08-15,0.19,1,189,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1798,1,0,0,1,692.0,0.023539124877520787
127,127,127,127,40.85879,-73.93128,85,15,36,2017-08-17,0.33,1,307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,899,0,1,0,1,690.0,0.08557208949184218
128,128,128,128,40.68332,-73.9547,70,3,63,2019-05-14,0.58,2,310,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,0,1,0,1,55.0,0.10113505030403108
129,129,129,129,40.81618,-73.94894,120,3,155,2019-06-20,1.42,3,213,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2658,1,0,0,1,18.0,0.039872220906296135
130,130,130,130,40.68414,-73.96351,89,3,260,2019-07-03,2.35,1,278,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,572,0,1,0,1,5.0,0.09925833818878686
131,131,131,131,40.72392,-73.99143,185,5,73,2019-06-25,0.66,1,209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1853,1,0,0,1,13.0,0.06254218816126964
132,132,132,132,40.73494,-73.9503,50,3,193,2019-05-20,1.86,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1115,0,1,0,1,49.0,0.05249948190220058
133,133,133,133,40.71341,-73.98856,105,3,32,2019-06-14,0.29,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,911,1,0,0,1,24.0,0.07181967488090969
134,134,134,134,40.76754,-73.98399,130,2,50,2019-05-26,0.45,3,234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1958,0,1,0,1,43.0,0.020141938834190406
135,135,135,135,40.73442,-74.00303,115,29,26,2019-07-01,0.25,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,768,1,0,0,1,7.0,0.05816262803553245
136,136,136,136,40.63188,-73.93248,77,2,2,2019-01-01,0.02,1,178,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,0,1,0,1,188.0,0.15609845226650496
137,137,137,137,40.6873,-73.9634,76,2,426,2019-06-24,3.89,3,275,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,572,0,1,0,1,14.0,0.09611701202180327
138,138,138,138,40.68296,-73.93662,125,3,227,2019-06-23,2.09,2,163,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3714,1,0,0,1,15.0,0.10594241832240103
139,139,139,139,40.6863,-73.96765,135,4,84,2019-07-01,0.77,3,365,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,572,0,1,0,1,7.0,0.09686507368499184
140,140,140,140,40.73409,-73.95348,250,29,3,2017-07-30,0.03,1,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1115,1,0,0,1,708.0,0.05211505060919984
141,141,141,141,40.71561,-73.94835,199,3,10,2018-06-11,0.1,1,280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3920,1,0,0,1,392.0,0.07125322869877204
142,142,142,142,40.6857,-73.99183,140,2,4,2016-04-24,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,1,0,0,1,1170.0,0.09956082010509933
